CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category
712931733,Existing Customer,49,F,4,Graduate,Single,Less than $40K
714417183,Existing Customer,39,F,1,Uneducated,Unknown,Less than $40K
771097683,Attrited Customer,43,M,2,High School,Single,$120K +
713824983,Existing Customer,43,F,0,High School,Married,Less than $40K
715360458,Existing Customer,45,F,3,Graduate,Divorced,Unknown
711736083,Attrited Customer,47,F,4,College,Divorced,Unknown
714821433,Existing Customer,45,F,4,College,Married,Less than $40K
779263533,Existing Customer,34,F,2,Graduate,Unknown,Unknown
773988708,Existing Customer,52,M,2,Uneducated,Married,$120K +
719623083,Existing Customer,33,F,1,Doctorate,Unknown,Less than $40K
718304583,Attrited Customer,43,M,2,Unknown,Married,$60K - $80K
720198183,Existing Customer,42,M,5,College,Married,$40K - $60K
780545133,Existing Customer,49,M,3,Graduate,Single,$80K - $120K
711128433,Existing Customer,55,M,3,Uneducated,Single,$40K - $60K
789960783,Existing Customer,39,F,1,Graduate,Unknown,Less than $40K
709556208,Existing Customer,40,F,3,College,Single,$40K - $60K
712053033,Existing Customer,46,M,2,Unknown,Single,$80K - $120K
794482158,Existing Customer,46,M,3,College,Single,$80K - $120K
780450708,Attrited Customer,58,M,1,College,Single,$120K +
710016708,Existing Customer,44,F,3,Graduate,Married,Less than $40K
709434408,Existing Customer,42,M,3,Unknown,Married,$40K - $60K
778716783,Existing Customer,50,M,2,Unknown,Married,$60K - $80K
712447758,Existing Customer,46,M,2,Graduate,Married,$80K - $120K
779435883,Existing Customer,37,M,3,High School,Unknown,$80K - $120K
719918358,Existing Customer,57,F,3,Graduate,Unknown,Less than $40K
720474408,Existing Customer,52,M,2,Graduate,Single,$40K - $60K
719401158,Existing Customer,62,F,0,Post-Graduate,Single,$40K - $60K
778430733,Existing Customer,45,M,5,High School,Unknown,$60K - $80K
717583908,Existing Customer,57,M,1,High School,Single,$80K - $120K
823519458,Existing Customer,44,F,3,Graduate,Married,Less than $40K
712381683,Existing Customer,42,F,4,Unknown,Married,Unknown
716045508,Existing Customer,40,F,2,Unknown,Single,Less than $40K
820936533,Existing Customer,47,M,3,Graduate,Unknown,Less than $40K
721227258,Existing Customer,51,M,1,Post-Graduate,Married,$120K +
771304383,Existing Customer,45,F,3,High School,Married,Less than $40K
717600483,Existing Customer,50,M,2,Unknown,Married,$60K - $80K
778865583,Existing Customer,46,M,3,Graduate,Married,Less than $40K
709871658,Existing Customer,47,F,1,Unknown,Single,Less than $40K
818280108,Existing Customer,43,F,4,High School,Single,Less than $40K
716350008,Existing Customer,52,M,1,Uneducated,Married,$40K - $60K
778172583,Existing Customer,46,F,3,High School,Single,Less than $40K
719121708,Existing Customer,41,M,2,Graduate,Married,$60K - $80K
714342033,Attrited Customer,52,M,1,High School,Married,$120K +
788811558,Existing Customer,52,F,1,High School,Married,Less than $40K
788943333,Attrited Customer,51,M,3,Post-Graduate,Married,$80K - $120K
719258433,Existing Customer,49,M,5,Graduate,Single,$60K - $80K
717895833,Existing Customer,55,M,3,College,Single,$120K +
711550983,Existing Customer,46,M,1,Graduate,Divorced,$40K - $60K
714077583,Attrited Customer,43,M,3,Post-Graduate,Married,$40K - $60K
720939933,Attrited Customer,46,F,4,Unknown,Single,Less than $40K
716725008,Existing Customer,49,M,4,High School,Married,$80K - $120K
788824083,Existing Customer,41,M,2,Uneducated,Single,$120K +
716335983,Existing Customer,37,M,2,High School,Single,$80K - $120K
719157933,Existing Customer,51,M,2,Uneducated,Married,$120K +
716704158,Existing Customer,50,M,1,Doctorate,Married,$120K +
716258358,Existing Customer,57,M,2,Uneducated,Single,$60K - $80K
827904183,Existing Customer,40,M,4,Uneducated,Married,$120K +
820394733,Existing Customer,52,M,0,College,Married,$120K +
716574033,Existing Customer,45,F,3,High School,Divorced,$40K - $60K
736786908,Existing Customer,48,F,2,College,Married,Less than $40K
774099708,Existing Customer,39,F,3,High School,Single,Less than $40K
714282333,Existing Customer,49,F,4,College,Married,Less than $40K
717471933,Existing Customer,45,M,2,Unknown,Married,$40K - $60K
818316108,Existing Customer,43,F,1,Graduate,Married,Less than $40K
709838508,Existing Customer,45,M,3,Graduate,Divorced,$60K - $80K
716212383,Attrited Customer,38,M,1,High School,Single,$120K +
757667133,Attrited Customer,54,M,2,College,Single,$80K - $120K
794571108,Attrited Customer,39,M,2,Graduate,Divorced,$40K - $60K
711370458,Existing Customer,49,F,5,Graduate,Married,Less than $40K
788528958,Existing Customer,45,M,4,Graduate,Single,$120K +
716745408,Existing Customer,54,M,1,High School,Single,$80K - $120K
771752508,Existing Customer,40,F,3,Doctorate,Married,Less than $40K
788916933,Existing Customer,49,M,5,College,Married,$60K - $80K
714938733,Attrited Customer,48,M,1,Post-Graduate,Single,$80K - $120K
761818758,Existing Customer,43,M,1,Graduate,Single,Unknown
714422058,Existing Customer,42,M,3,Graduate,Single,$120K +
712191783,Existing Customer,49,M,4,High School,Married,$120K +
716319258,Existing Customer,43,M,4,Uneducated,Single,$120K +
719813058,Existing Customer,44,F,5,Unknown,Married,Less than $40K
712351908,Existing Customer,45,M,3,High School,Unknown,$80K - $120K
716742483,Existing Customer,38,F,1,Graduate,Single,Less than $40K
708160008,Existing Customer,44,M,1,Uneducated,Married,$120K +
709269708,Existing Customer,45,M,4,Graduate,Single,$120K +
779098308,Existing Customer,51,F,2,College,Married,Unknown
717257658,Existing Customer,41,M,3,Graduate,Single,$80K - $120K
775112958,Existing Customer,51,M,1,Unknown,Married,$60K - $80K
788812608,Existing Customer,56,F,2,Uneducated,Single,Less than $40K
711002058,Existing Customer,42,M,4,Unknown,Single,$40K - $60K
716199408,Attrited Customer,52,F,2,Graduate,Single,Unknown
718100808,Existing Customer,49,F,1,Uneducated,Married,Less than $40K
790051758,Attrited Customer,50,M,2,Graduate,Single,$120K +
772430733,Existing Customer,42,M,2,Graduate,Married,$120K +
713460258,Existing Customer,45,F,0,Doctorate,Married,$40K - $60K
820036533,Existing Customer,50,M,4,Unknown,Married,$80K - $120K
719785683,Existing Customer,41,M,4,Post-Graduate,Married,$80K - $120K
711830433,Existing Customer,44,F,3,College,Single,Less than $40K
807393558,Attrited Customer,51,M,4,Unknown,Single,$120K +
718306308,Existing Customer,48,M,4,Graduate,Married,$80K - $120K
772725408,Existing Customer,40,M,3,Uneducated,Divorced,$60K - $80K
711183558,Existing Customer,49,M,0,High School,Single,$80K - $120K
720317658,Existing Customer,43,M,2,Graduate,Single,$80K - $120K
710596983,Existing Customer,51,M,1,Uneducated,Single,$80K - $120K
716986458,Existing Customer,44,F,3,High School,Single,Unknown
717382608,Existing Customer,59,M,1,Graduate,Single,$60K - $80K
825767658,Existing Customer,49,M,2,Graduate,Single,$60K - $80K
717513933,Existing Customer,38,M,3,College,Single,$120K +
789186858,Existing Customer,52,M,2,Graduate,Married,$80K - $120K
717658758,Existing Customer,49,M,4,Graduate,Single,$120K +
715575258,Existing Customer,47,M,2,Graduate,Single,$40K - $60K
714975633,Existing Customer,51,F,2,High School,Single,Unknown
715396983,Existing Customer,46,M,1,Uneducated,Married,$80K - $120K
712624383,Existing Customer,52,M,4,College,Single,$80K - $120K
721335558,Existing Customer,57,F,2,Graduate,Single,Less than $40K
711167808,Attrited Customer,40,M,4,Unknown,Single,$60K - $80K
713761608,Existing Customer,44,M,3,Graduate,Divorced,$60K - $80K
713367858,Existing Customer,47,M,3,Unknown,Single,$40K - $60K
710489583,Existing Customer,41,F,3,Graduate,Unknown,Less than $40K
720422358,Existing Customer,42,M,1,Post-Graduate,Single,$60K - $80K
772098858,Existing Customer,44,F,4,Uneducated,Married,Unknown
789304983,Existing Customer,44,M,0,Unknown,Married,$40K - $60K
779257233,Existing Customer,47,M,2,Uneducated,Single,$120K +
717579258,Attrited Customer,36,M,1,Unknown,Unknown,$40K - $60K
709418508,Existing Customer,45,M,2,Graduate,Married,$60K - $80K
778439883,Existing Customer,50,M,1,High School,Unknown,$80K - $120K
716063583,Existing Customer,41,M,3,High School,Divorced,$60K - $80K
716609433,Attrited Customer,55,M,2,High School,Divorced,$120K +
721053633,Existing Customer,45,M,2,College,Single,$40K - $60K
711559008,Existing Customer,40,F,4,Post-Graduate,Single,$40K - $60K
718698558,Existing Customer,43,M,3,College,Single,$80K - $120K
770190258,Existing Customer,49,F,3,Graduate,Married,Less than $40K
709008708,Existing Customer,47,M,3,College,Married,Less than $40K
823922208,Existing Customer,49,M,3,Unknown,Single,$60K - $80K
718457058,Existing Customer,43,M,4,High School,Married,$40K - $60K
708472008,Existing Customer,44,F,3,Uneducated,Married,Less than $40K
710395233,Existing Customer,42,F,2,Graduate,Single,Unknown
716732958,Existing Customer,44,F,2,High School,Married,$40K - $60K
780108408,Existing Customer,52,M,2,Graduate,Married,$80K - $120K
720962208,Attrited Customer,42,M,2,Post-Graduate,Married,$60K - $80K
714019083,Existing Customer,40,F,1,Graduate,Married,Less than $40K
721225083,Existing Customer,54,F,2,Unknown,Divorced,Less than $40K
819109308,Existing Customer,62,M,0,Graduate,Divorced,$60K - $80K
721029858,Existing Customer,52,F,3,Graduate,Single,Less than $40K
716762733,Existing Customer,50,F,2,Doctorate,Single,Less than $40K
710260983,Existing Customer,51,F,4,Graduate,Divorced,Less than $40K
793608258,Attrited Customer,54,F,3,Graduate,Single,Less than $40K
719677758,Existing Customer,39,F,1,Unknown,Married,$40K - $60K
771411408,Attrited Customer,50,M,1,Post-Graduate,Unknown,$80K - $120K
794191008,Existing Customer,46,M,2,College,Married,$120K +
708905733,Existing Customer,45,M,5,Uneducated,Single,$60K - $80K
788327358,Existing Customer,61,M,1,Graduate,Single,Unknown
751974258,Existing Customer,51,M,3,Unknown,Unknown,$120K +
805516608,Existing Customer,50,M,1,Graduate,Married,$80K - $120K
720006333,Attrited Customer,48,M,2,College,Divorced,$80K - $120K
780114558,Existing Customer,50,M,1,High School,Married,Less than $40K
713090658,Existing Customer,58,F,2,Uneducated,Single,Unknown
718889508,Existing Customer,46,M,2,College,Divorced,$60K - $80K
824799108,Existing Customer,46,F,3,High School,Married,$40K - $60K
788618208,Existing Customer,42,F,5,Unknown,Single,Less than $40K
713133258,Existing Customer,38,M,3,Unknown,Single,$80K - $120K
717370533,Existing Customer,40,M,3,Post-Graduate,Single,$120K +
720425508,Existing Customer,43,M,5,Graduate,Single,$80K - $120K
712948383,Existing Customer,48,M,4,Graduate,Married,$60K - $80K
712839633,Existing Customer,38,M,2,Uneducated,Single,$80K - $120K
820330008,Existing Customer,46,M,5,High School,Married,$120K +
826150608,Existing Customer,44,M,4,Uneducated,Unknown,$40K - $60K
779187783,Existing Customer,50,M,2,Unknown,Single,$80K - $120K
720809358,Existing Customer,39,M,1,College,Unknown,$40K - $60K
714054408,Existing Customer,50,M,3,College,Unknown,$60K - $80K
789827208,Existing Customer,41,F,5,Graduate,Married,Less than $40K
718308558,Existing Customer,49,F,4,Graduate,Divorced,Less than $40K
801064833,Existing Customer,42,M,3,Graduate,Married,$80K - $120K
719838558,Existing Customer,46,M,2,Uneducated,Single,$60K - $80K
714510483,Existing Customer,44,M,3,Graduate,Single,$80K - $120K
718246458,Existing Customer,53,M,3,Graduate,Single,$80K - $120K
710822808,Existing Customer,51,M,0,College,Single,$80K - $120K
791730183,Attrited Customer,38,F,2,College,Unknown,Less than $40K
709722858,Existing Customer,50,M,1,Graduate,Married,$60K - $80K
712582983,Attrited Customer,47,F,3,Graduate,Married,Less than $40K
714999483,Existing Customer,38,M,4,Uneducated,Unknown,$80K - $120K
711388458,Existing Customer,45,M,3,High School,Married,$60K - $80K
796174983,Existing Customer,52,M,2,High School,Single,$80K - $120K
712918083,Existing Customer,44,F,1,Unknown,Single,Less than $40K
715459158,Existing Customer,35,F,4,High School,Unknown,Unknown
712687083,Existing Customer,44,M,3,Graduate,Married,$60K - $80K
713003358,Attrited Customer,40,M,3,Graduate,Single,$80K - $120K
812443458,Existing Customer,57,M,4,Graduate,Single,$120K +
712984983,Existing Customer,43,F,2,Unknown,Married,Less than $40K
708826158,Existing Customer,45,F,4,Uneducated,Divorced,$40K - $60K
788725608,Existing Customer,44,F,3,Graduate,Single,Less than $40K
717559533,Existing Customer,47,M,3,Graduate,Married,$120K +
720443358,Existing Customer,50,M,2,Unknown,Married,$60K - $80K
806694333,Existing Customer,44,F,4,Unknown,Married,Less than $40K
709770408,Existing Customer,51,M,2,Graduate,Married,$120K +
718259433,Attrited Customer,45,F,3,High School,Married,Unknown
770705208,Existing Customer,44,F,2,Unknown,Single,Less than $40K
720655833,Attrited Customer,48,F,4,High School,Married,Less than $40K
797898858,Existing Customer,40,F,2,Uneducated,Single,Less than $40K
779548008,Existing Customer,50,M,2,Graduate,Single,$80K - $120K
718388733,Existing Customer,38,F,1,College,Unknown,Less than $40K
711742758,Attrited Customer,43,F,5,College,Single,$40K - $60K
757863258,Existing Customer,45,F,4,Graduate,Unknown,Less than $40K
711947358,Existing Customer,49,M,4,Uneducated,Married,$120K +
712157958,Attrited Customer,44,M,3,High School,Married,$80K - $120K
814760358,Existing Customer,53,M,3,Graduate,Unknown,$40K - $60K
710192283,Existing Customer,46,M,4,Post-Graduate,Married,$40K - $60K
718977483,Existing Customer,56,M,4,Graduate,Single,$80K - $120K
712129158,Existing Customer,63,M,0,Uneducated,Single,$60K - $80K
714880533,Existing Customer,40,M,5,Graduate,Single,$40K - $60K
808287408,Existing Customer,45,M,5,Graduate,Married,$80K - $120K
709619433,Existing Customer,52,M,2,Doctorate,Married,$120K +
708881583,Existing Customer,50,M,2,Uneducated,Married,$40K - $60K
711332883,Attrited Customer,62,M,1,High School,Single,$60K - $80K
717696333,Attrited Customer,44,M,4,Unknown,Married,$120K +
820587258,Existing Customer,45,F,4,Graduate,Married,Less than $40K
768733533,Existing Customer,53,M,5,Uneducated,Unknown,$80K - $120K
779779083,Existing Customer,38,F,3,High School,Single,$40K - $60K
720735408,Existing Customer,44,F,4,Doctorate,Married,$40K - $60K
819160158,Existing Customer,42,M,3,Uneducated,Married,$40K - $60K
804601833,Existing Customer,44,M,2,High School,Unknown,$60K - $80K
714823308,Existing Customer,55,F,3,College,Single,Less than $40K
711577458,Existing Customer,52,F,1,Uneducated,Single,Less than $40K
787539333,Existing Customer,48,M,4,Graduate,Married,$60K - $80K
716806383,Existing Customer,48,M,4,Graduate,Married,$80K - $120K
812230308,Existing Customer,47,M,2,Graduate,Married,$40K - $60K
778420383,Existing Customer,49,M,1,Graduate,Married,$120K +
774012933,Existing Customer,47,F,3,College,Divorced,$40K - $60K
718756533,Existing Customer,47,M,2,Uneducated,Married,$80K - $120K
812224983,Existing Customer,56,M,2,Graduate,Single,$120K +
714284358,Existing Customer,61,M,1,Uneducated,Single,$40K - $60K
709530408,Existing Customer,45,M,4,Doctorate,Single,$120K +
750690258,Existing Customer,49,F,2,Graduate,Married,Less than $40K
716283108,Existing Customer,44,F,4,Uneducated,Married,Less than $40K
718353633,Attrited Customer,50,M,1,Post-Graduate,Unknown,$80K - $120K
718528833,Existing Customer,51,M,1,High School,Married,$120K +
718006608,Existing Customer,44,F,5,Uneducated,Single,Less than $40K
710569233,Existing Customer,46,M,3,Unknown,Single,$80K - $120K
718694658,Existing Customer,41,M,4,Unknown,Married,$80K - $120K
779293308,Existing Customer,51,M,4,Graduate,Married,$60K - $80K
718276758,Existing Customer,52,F,1,Graduate,Single,$40K - $60K
712654233,Existing Customer,39,M,3,High School,Married,$80K - $120K
719296383,Existing Customer,38,M,2,High School,Single,$60K - $80K
808279158,Existing Customer,51,M,3,Graduate,Married,$80K - $120K
780497958,Existing Customer,41,M,3,High School,Divorced,$80K - $120K
715519983,Existing Customer,43,M,2,Post-Graduate,Married,$60K - $80K
708568983,Existing Customer,40,M,3,High School,Married,$60K - $80K
823648983,Existing Customer,58,M,1,Uneducated,Single,$80K - $120K
789412458,Attrited Customer,44,M,2,Post-Graduate,Married,$60K - $80K
716837508,Existing Customer,48,M,4,Graduate,Married,$60K - $80K
711249858,Attrited Customer,49,M,4,Unknown,Married,$80K - $120K
712009083,Existing Customer,48,M,3,Unknown,Unknown,$60K - $80K
720522633,Existing Customer,44,M,3,College,Married,$40K - $60K
713071383,Existing Customer,54,F,1,Unknown,Single,Unknown
712938258,Existing Customer,45,M,2,Graduate,Single,Less than $40K
719071158,Attrited Customer,54,F,0,Graduate,Single,Unknown
709046958,Existing Customer,46,M,2,Unknown,Married,$60K - $80K
708748833,Existing Customer,37,F,3,Graduate,Single,$40K - $60K
711364233,Existing Customer,41,M,4,Unknown,Married,$60K - $80K
712645908,Existing Customer,43,M,2,High School,Married,$60K - $80K
708428958,Existing Customer,39,M,2,Unknown,Single,$80K - $120K
719714658,Attrited Customer,61,M,0,Post-Graduate,Single,$60K - $80K
720874983,Existing Customer,51,M,3,Uneducated,Married,$80K - $120K
719180958,Existing Customer,48,F,2,Uneducated,Divorced,$40K - $60K
710360583,Existing Customer,46,M,2,Uneducated,Single,$60K - $80K
823848183,Existing Customer,39,F,1,Unknown,Single,Less than $40K
783121008,Existing Customer,55,F,0,Graduate,Single,Less than $40K
789529158,Existing Customer,44,M,4,High School,Single,$60K - $80K
708500883,Existing Customer,48,M,2,Uneducated,Single,$40K - $60K
811965558,Existing Customer,46,F,4,College,Single,$40K - $60K
714383583,Existing Customer,39,F,2,Unknown,Single,$40K - $60K
809425533,Existing Customer,45,F,2,Uneducated,Divorced,$40K - $60K
716858433,Attrited Customer,43,F,4,Graduate,Single,Less than $40K
812534958,Existing Customer,40,F,3,High School,Married,$40K - $60K
714052158,Attrited Customer,49,M,2,High School,Married,$120K +
780200208,Existing Customer,39,F,2,Unknown,Single,$40K - $60K
711458583,Existing Customer,47,M,2,College,Married,$60K - $80K
826451433,Existing Customer,42,M,4,Graduate,Single,$80K - $120K
719740983,Existing Customer,44,F,1,Unknown,Divorced,Less than $40K
709019283,Existing Customer,47,M,1,College,Married,$80K - $120K
710213508,Existing Customer,63,M,1,High School,Single,$60K - $80K
710814633,Existing Customer,49,M,2,Uneducated,Married,$80K - $120K
775267158,Existing Customer,43,F,3,Graduate,Married,$40K - $60K
712268808,Existing Customer,55,M,4,Graduate,Single,$120K +
720178158,Attrited Customer,46,F,4,High School,Unknown,Less than $40K
779805408,Existing Customer,42,M,3,Unknown,Married,Less than $40K
710958933,Attrited Customer,43,M,3,Graduate,Single,$40K - $60K
720698883,Attrited Customer,51,M,1,High School,Single,$80K - $120K
780384483,Attrited Customer,49,M,4,Unknown,Unknown,$80K - $120K
714190983,Attrited Customer,51,F,2,Graduate,Single,Unknown
713808633,Existing Customer,31,F,0,Uneducated,Divorced,Less than $40K
710295858,Existing Customer,43,M,4,Graduate,Divorced,$80K - $120K
713209308,Existing Customer,59,M,0,Graduate,Single,$60K - $80K
788709408,Existing Customer,41,F,2,Unknown,Married,Unknown
717757608,Existing Customer,53,M,2,College,Single,$120K +
715300683,Existing Customer,39,M,1,Uneducated,Single,$80K - $120K
711436983,Existing Customer,57,M,3,Unknown,Single,$120K +
789582483,Existing Customer,60,M,1,High School,Divorced,$40K - $60K
790168083,Existing Customer,51,M,0,High School,Unknown,$80K - $120K
742865883,Attrited Customer,46,F,3,Unknown,Single,$40K - $60K
770848308,Existing Customer,45,M,2,Graduate,Married,$60K - $80K
713486583,Existing Customer,41,M,3,Graduate,Married,$60K - $80K
708697983,Existing Customer,56,M,0,High School,Unknown,$120K +
823539558,Existing Customer,39,F,3,Uneducated,Single,Unknown
711339258,Existing Customer,49,F,3,Graduate,Single,$40K - $60K
781171908,Existing Customer,45,M,3,Graduate,Single,$40K - $60K
815582358,Existing Customer,47,F,5,Unknown,Unknown,Less than $40K
755212608,Attrited Customer,50,M,2,Unknown,Married,$40K - $60K
716486508,Attrited Customer,45,F,3,High School,Married,$40K - $60K
771674958,Existing Customer,45,M,2,High School,Married,$40K - $60K
787909158,Existing Customer,40,F,3,Graduate,Divorced,Less than $40K
717140733,Existing Customer,52,F,1,Graduate,Single,Less than $40K
799468083,Existing Customer,51,M,2,Graduate,Married,$40K - $60K
718993533,Existing Customer,44,M,2,Graduate,Unknown,$80K - $120K
713870958,Existing Customer,56,F,3,Uneducated,Single,Unknown
709171308,Existing Customer,30,M,1,High School,Married,$60K - $80K
798553158,Attrited Customer,62,F,1,Graduate,Single,Less than $40K
720819858,Existing Customer,47,F,4,Post-Graduate,Single,Less than $40K
815078433,Existing Customer,42,F,4,Unknown,Married,Less than $40K
710924658,Existing Customer,52,F,2,High School,Single,$40K - $60K
709883883,Existing Customer,46,F,4,Uneducated,Divorced,Unknown
718650258,Existing Customer,54,F,3,Graduate,Single,Unknown
711613308,Attrited Customer,58,M,2,Unknown,Single,$60K - $80K
718558758,Attrited Customer,34,M,1,Unknown,Single,$80K - $120K
718504233,Attrited Customer,43,F,4,Uneducated,Married,Less than $40K
709108533,Existing Customer,49,M,4,Graduate,Married,$80K - $120K
713236458,Existing Customer,55,M,4,Unknown,Single,$60K - $80K
714352533,Existing Customer,47,F,3,Graduate,Married,$40K - $60K
717353433,Existing Customer,50,F,2,Unknown,Single,Unknown
813804783,Attrited Customer,41,F,1,High School,Single,$40K - $60K
771062733,Existing Customer,44,F,2,Graduate,Single,Less than $40K
715649358,Attrited Customer,39,M,2,College,Married,$60K - $80K
713552958,Existing Customer,43,M,5,Graduate,Unknown,$60K - $80K
715209333,Existing Customer,32,M,0,High School,Single,$60K - $80K
769935783,Existing Customer,40,M,3,Unknown,Single,$60K - $80K
815613033,Existing Customer,49,M,2,Unknown,Married,Less than $40K
718732833,Attrited Customer,56,F,1,College,Single,Less than $40K
816328308,Existing Customer,60,F,0,Graduate,Married,Less than $40K
711814608,Existing Customer,41,F,5,High School,Married,$40K - $60K
803216433,Attrited Customer,43,F,5,Graduate,Married,Less than $40K
710694033,Existing Customer,32,M,0,Graduate,Divorced,$40K - $60K
709257708,Existing Customer,47,F,2,High School,Single,Less than $40K
720174033,Existing Customer,46,M,3,Graduate,Divorced,$80K - $120K
820666083,Attrited Customer,41,M,2,Graduate,Single,$120K +
712044558,Attrited Customer,51,F,1,Uneducated,Single,Less than $40K
713131158,Attrited Customer,58,M,2,Uneducated,Single,$80K - $120K
803335008,Existing Customer,48,F,2,Graduate,Divorced,Unknown
795869583,Existing Customer,53,F,3,Uneducated,Married,Less than $40K
789535233,Existing Customer,52,M,1,Graduate,Single,$80K - $120K
716441058,Existing Customer,45,F,4,High School,Single,Less than $40K
718113633,Attrited Customer,41,M,3,Uneducated,Married,$120K +
708908883,Existing Customer,37,F,2,Graduate,Divorced,Less than $40K
712152408,Existing Customer,44,M,4,High School,Single,$60K - $80K
708229308,Attrited Customer,49,F,2,Unknown,Married,Less than $40K
715351983,Existing Customer,32,F,2,Unknown,Married,Less than $40K
798451908,Existing Customer,36,F,2,Graduate,Married,Less than $40K
794962983,Existing Customer,47,F,3,Graduate,Divorced,Less than $40K
721000833,Existing Customer,49,M,0,Uneducated,Married,$60K - $80K
720086358,Existing Customer,58,M,2,Doctorate,Married,$120K +
710064033,Attrited Customer,45,M,3,Uneducated,Married,$40K - $60K
780588258,Existing Customer,53,F,5,Unknown,Married,Less than $40K
710833908,Existing Customer,45,M,5,High School,Married,$80K - $120K
714449283,Existing Customer,44,M,4,Uneducated,Unknown,$80K - $120K
772339383,Existing Customer,54,M,3,Post-Graduate,Single,$40K - $60K
721382208,Existing Customer,38,F,2,High School,Married,$40K - $60K
779349783,Existing Customer,46,M,3,Doctorate,Married,$60K - $80K
789450408,Existing Customer,41,F,2,Uneducated,Married,Unknown
709210833,Existing Customer,48,F,2,Doctorate,Married,$40K - $60K
821752908,Existing Customer,53,M,2,High School,Single,$60K - $80K
789878283,Existing Customer,39,M,3,Graduate,Married,$40K - $60K
709319658,Attrited Customer,48,F,4,Graduate,Single,Less than $40K
719222133,Existing Customer,41,M,3,Graduate,Single,$40K - $60K
715551783,Existing Customer,54,F,2,Uneducated,Married,Unknown
712718958,Existing Customer,49,M,2,High School,Divorced,$40K - $60K
709764483,Attrited Customer,61,M,1,Graduate,Unknown,$60K - $80K
783361533,Existing Customer,41,M,3,Unknown,Married,$60K - $80K
717942033,Existing Customer,52,M,2,Uneducated,Unknown,$120K +
817908783,Existing Customer,44,M,3,Unknown,Single,$120K +
713708358,Existing Customer,33,F,3,Unknown,Single,$40K - $60K
713705358,Existing Customer,37,M,2,Graduate,Single,$60K - $80K
789551883,Existing Customer,52,F,3,Graduate,Single,$40K - $60K
812247033,Attrited Customer,51,F,3,Uneducated,Married,Less than $40K
717580458,Attrited Customer,43,M,4,Uneducated,Divorced,$80K - $120K
780551733,Existing Customer,54,F,1,High School,Married,Less than $40K
719722308,Existing Customer,31,F,0,Uneducated,Divorced,Less than $40K
718328283,Existing Customer,40,F,4,High School,Single,Less than $40K
826061508,Existing Customer,49,F,4,Uneducated,Unknown,Less than $40K
715610733,Attrited Customer,60,M,1,Uneducated,Married,$40K - $60K
710161083,Attrited Customer,62,F,0,Uneducated,Single,Less than $40K
712464933,Existing Customer,44,M,2,Graduate,Married,$80K - $120K
768181608,Existing Customer,43,F,3,Graduate,Unknown,Less than $40K
713869083,Existing Customer,56,M,2,High School,Married,$80K - $120K
711465333,Existing Customer,35,M,4,High School,Single,$80K - $120K
719924433,Existing Customer,40,F,4,Graduate,Married,$40K - $60K
719248158,Existing Customer,52,M,2,High School,Divorced,$60K - $80K
719944458,Existing Customer,29,M,0,High School,Single,$40K - $60K
715799808,Attrited Customer,52,M,0,High School,Single,$60K - $80K
721264533,Existing Customer,49,F,3,Unknown,Married,Less than $40K
711838008,Attrited Customer,37,M,3,Graduate,Married,$60K - $80K
711826983,Attrited Customer,47,F,3,Unknown,Married,$40K - $60K
719413383,Existing Customer,32,M,1,Uneducated,Single,$60K - $80K
712990458,Existing Customer,44,F,3,Graduate,Married,Unknown
789594108,Existing Customer,47,M,5,College,Single,$80K - $120K
718764708,Existing Customer,45,M,3,Graduate,Unknown,$120K +
820271208,Existing Customer,46,M,2,Graduate,Divorced,$60K - $80K
708369633,Attrited Customer,34,F,3,Graduate,Married,Less than $40K
712055433,Existing Customer,39,F,4,High School,Married,Less than $40K
721114458,Existing Customer,46,M,4,College,Single,$120K +
714959358,Attrited Customer,50,M,3,High School,Married,$80K - $120K
708396033,Existing Customer,45,F,2,Uneducated,Married,Less than $40K
719593608,Attrited Customer,56,M,1,Uneducated,Married,$80K - $120K
715830558,Attrited Customer,50,M,2,Uneducated,Unknown,$120K +
716406483,Existing Customer,30,M,0,Unknown,Single,$60K - $80K
714941358,Attrited Customer,53,F,4,Graduate,Married,Less than $40K
716088783,Attrited Customer,60,M,0,College,Married,$80K - $120K
718458858,Attrited Customer,41,M,4,Graduate,Single,$80K - $120K
715754133,Existing Customer,42,F,3,Graduate,Single,Less than $40K
715630983,Attrited Customer,31,F,0,Graduate,Single,Less than $40K
712768983,Attrited Customer,51,M,4,Graduate,Single,$80K - $120K
716881683,Attrited Customer,45,M,5,Uneducated,Married,$80K - $120K
711108408,Existing Customer,55,M,2,Uneducated,Single,$60K - $80K
717565233,Existing Customer,51,M,3,Doctorate,Single,$80K - $120K
789539058,Existing Customer,28,M,0,Uneducated,Single,Less than $40K
768643158,Existing Customer,44,F,5,Graduate,Divorced,Less than $40K
721530633,Existing Customer,51,F,2,Graduate,Single,$40K - $60K
721188033,Existing Customer,48,M,5,College,Married,Less than $40K
810261633,Existing Customer,44,M,4,Graduate,Single,$60K - $80K
717529233,Attrited Customer,40,F,3,Graduate,Single,Less than $40K
719365233,Existing Customer,34,M,4,Unknown,Single,Less than $40K
720943308,Existing Customer,47,M,3,Graduate,Single,$60K - $80K
714425283,Existing Customer,50,F,2,High School,Married,Unknown
711794358,Attrited Customer,61,M,0,College,Single,$80K - $120K
